City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,kintampo,8.0563,-1.7306,22.51,94,22,2.06,GH,1727469537
283,gadzhiyevo,69.2551,33.3362,6.59,93,100,8.68,RU,1727469538
284,fortuna,40.5982,-124.1573,21.63,63,0,4.63,US,1727469539
285,kingscliff,-28.2667,153.5667,16.08,94,75,8.75,AU,1727469540
286,enewetak,11.3474,162.3373,28.96,74,3,5.8,MH,1727469541
287,vevey,46.4612,6.8433,12.61,85,53,5.0,CH,1727469542
288,st. john's,47.5649,-52.7093,12.21,88,75,4.12,CA,1727469543
289,port moresby,-9.4431,147.1797,23.68,94,40,2.06,PG,1727469343
290,el matama,16.7095,33.3565,34.44,28,26,3.85,SD,1727469546
291,ise,34.4833,136.7,23.78,87,99,2.25,JP,1727469548
292,columbus,39.9612,-82.9988,21.47,95,100,17.49,US,1727469429
293,long beach,33.767,-118.1892,24.14,76,0,6.17,US,1727469551
294,sousa,-6.7592,-38.2281,32.81,28,5,2.24,BR,1727469552
295,berezovo,63.9381,65.0419,10.58,69,99,5.03,RU,1727469553
296,barabai,-2.5833,115.3833,22.64,94,12,0.62,ID,1727469555
297,pitimbu,-7.4706,-34.8086,24.61,79,17,3.97,BR,1727469314
298,kidal,18.4411,1.4078,36.12,19,47,2.36,ML,1727469557
299,nouadhibou,20.931,-17.0347,23.99,73,84,8.75,MR,1727469558
300,sao joao da barra,-21.6403,-41.0511,27.05,82,0,12.43,BR,1727469559
301,remire-montjoly,4.9167,-52.2667,30.02,74,0,5.14,GF,1727469560
302,bodaybo,57.8506,114.1933,-0.36,87,12,0.28,RU,1727469564
303,balabac,7.9868,117.0645,26.54,79,56,1.38,PH,1727469565
304,pyhajarvi,67.0701,27.2176,4.61,96,100,5.04,FI,1727469566
305,douglas,41.3,-96.167,29.12,37,0,3.09,US,1727469476
306,chita,52.0333,113.55,-1.06,64,100,2.0,RU,1727469569
307,toritto,40.9982,16.6798,23.06,77,0,1.54,IT,1727469570
308,dwarka,22.2394,68.9678,27.68,83,100,5.96,IN,1727469571
309,kokkola,63.8385,23.1307,8.85,97,75,4.12,FI,1727469572
310,nantucket,41.2835,-70.0995,21.06,73,20,3.09,US,1727469573
311,constitucion,-35.3333,-72.4167,13.86,49,76,5.44,CL,1727469574
312,tashtyp,52.7939,89.8983,-0.49,93,98,1.97,RU,1727469575
313,cadale,2.7603,46.3222,25.25,88,25,8.07,SO,1727469576
314,alotau,-10.3069,150.4462,25.37,93,81,0.84,PG,1727469577
315,kipushi,-11.7667,27.2333,20.92,29,1,2.14,CD,1727469579
316,yevpatoriya,45.1972,33.3558,19.29,72,0,0.55,UA,1727469580
317,tangzhai,34.4328,116.5911,18.21,82,29,3.45,CN,1727469581
318,bankim,6.083,11.4905,19.89,97,100,0.62,CM,1727469582
319,seryshevo,51.0933,128.3786,13.14,71,100,5.83,RU,1727469303
320,giddalur,15.35,78.9167,26.54,75,100,1.38,IN,1727469584
321,lucapa,-8.4192,20.7447,24.85,39,11,0.2,AO,1727469585
322,colares,38.7992,-9.4469,16.85,72,20,5.14,PT,1727469586
323,dalnegorsk,44.5604,135.5701,7.43,94,5,1.92,RU,1727469587
324,gwadar,25.1216,62.3254,26.88,84,59,4.18,PK,1727469588
325,wewak,-3.5534,143.6268,25.75,87,28,1.95,PG,1727469590
326,mil'kovo,55.6078,37.7956,16.86,55,100,8.94,RU,1727469591
327,kimberley,-28.7323,24.7623,15.83,22,66,0.0,ZA,1727469317
328,isafjordur,66.0755,-23.124,-0.41,79,97,3.78,IS,1727469593
329,lodja,-3.4833,23.4333,21.22,97,100,1.22,CD,1727469594
330,cidreira,-30.1811,-50.2056,17.02,82,3,3.66,BR,1727469595
331,jayapura,-2.5333,140.7,23.66,91,49,1.98,ID,1727469596
332,kikwit,-5.041,18.8162,23.74,87,100,0.79,CD,1727469597
333,grande prairie,55.1667,-118.8027,14.1,47,75,11.32,CA,1727469475
334,kaa-khem,51.6833,94.7333,0.76,61,96,2.02,RU,1727469600
335,divnogorsk,55.9594,92.3619,1.27,98,99,1.22,RU,1727469601
336,klyuchi,52.2667,79.1667,2.83,55,1,0.87,RU,1727469602
337,den burg,53.0542,4.7972,12.99,62,40,7.72,NL,1727469603
338,palikir - national government center,6.9248,158.1611,26.47,94,100,2.06,FM,1727469604
339,east end,34.5507,-92.341,24.03,57,100,2.68,US,1727469605
340,sitka,57.0531,-135.33,9.94,81,100,0.0,US,1727469464
341,luderitz,-26.6481,15.1594,20.24,51,100,3.63,NA,1727469315
342,sovetskaya gavan',48.9723,140.2878,10.65,90,42,0.69,RU,1727469608
343,arar,30.9753,41.0381,29.01,20,0,0.0,SA,1727469467
344,lae,-6.7221,146.9847,22.69,87,89,2.76,PG,1727469611
345,oyotun,-6.8519,-79.3036,25.97,61,97,2.68,PE,1727469612
346,patong,7.8961,98.2966,25.08,84,99,3.33,TH,1727469613
347,masina,-4.3836,15.3914,26.19,70,50,1.72,CD,1727469614
348,bria,6.5423,21.9863,20.98,96,98,1.24,CF,1727469615
349,kone,-21.0595,164.8658,24.33,65,99,3.68,NC,1727469616
350,haimen,23.1935,116.6142,26.18,88,15,4.67,CN,1727469617
351,bignona,12.8103,-16.2264,25.21,86,85,2.75,SN,1727469618
352,al jawf,29.5,38.75,27.41,23,0,2.76,SA,1727469619
353,la passe,45.5549,-0.8967,13.48,72,62,5.35,FR,1727469621
354,punto fijo,11.6956,-70.1996,31.49,61,61,5.31,VE,1727469622
355,shashemene,7.2,38.6,14.75,87,100,1.65,ET,1727469623
356,greenville,35.6127,-77.3663,28.41,96,100,5.66,US,1727469429
357,bastia,42.6667,9.3333,21.83,70,75,1.03,FR,1727469625
358,tevriz,57.509,72.4042,4.85,98,30,1.84,RU,1727469626
359,benjamin aceval,-24.9667,-57.5667,28.44,33,0,1.88,PY,1727469627
360,colonia,50.9333,6.95,12.75,88,100,5.66,DE,1727469628
361,labuan bajo,-8.4964,119.8877,25.23,84,18,1.62,ID,1727469630
362,kapa'a,22.0752,-159.319,29.18,76,75,4.63,US,1727469631
363,polyarnyy,69.1989,33.4478,6.55,93,100,8.97,RU,1727469632
364,rongelap,11.1635,166.8941,28.44,78,52,6.29,MH,1727469633
365,gulf shores,30.246,-87.7008,28.03,57,40,6.17,US,1727469634
366,maun,-19.9833,23.4167,28.98,18,0,1.54,BW,1727469635
367,port shepstone,-30.7414,30.455,18.02,83,70,4.93,ZA,1727469636
368,campo gallo,-26.5833,-62.85,28.76,24,0,4.6,AR,1727469638
369,brisas de zicatela,15.8369,-97.0419,23.29,88,100,5.14,MX,1727469639
370,alice springs,-23.7,133.8833,18.75,26,8,0.0,AU,1727469640
371,dinajpur,25.6272,88.6386,23.42,98,100,3.76,BD,1727469641
372,mogocha,53.7333,119.7667,3.91,86,92,2.98,RU,1727469642
373,caleta de carquin,-11.0925,-77.6267,19.09,75,36,4.27,PE,1727469643
374,naze,28.3667,129.4833,22.51,90,100,2.59,JP,1727469645
375,cabo san lucas,22.8909,-109.9124,36.17,47,0,4.92,MX,1727469646
376,chabahar,25.2919,60.643,27.58,78,30,2.74,IR,1727469648
377,gornopravdinsk,60.05,69.9,7.9,97,35,2.23,RU,1727469649
378,grand baie,-20.0182,57.5802,21.92,84,4,0.45,MU,1727469650
379,willowmore,-33.2926,23.4895,14.66,69,100,3.04,ZA,1727469651
380,balqash,46.8481,74.995,7.76,33,0,3.82,KZ,1727469652
381,buta,2.7858,24.73,21.76,99,100,1.31,CD,1727469654
382,sao jose do egito,-7.4789,-37.2744,29.88,34,74,3.94,BR,1727469655
383,margate,51.3813,1.3862,10.94,71,33,1.79,GB,1727469443
384,barakani,-12.1356,44.4317,24.58,74,57,2.26,KM,1727469657
385,manokwari,-0.8667,134.0833,25.79,80,98,2.89,ID,1727469658
386,bhalki,18.0333,77.2167,22.37,88,94,5.0,IN,1727469659
387,cabedelo,-6.9811,-34.8339,27.37,81,34,4.53,BR,1727469660
388,fukuecho,32.6881,128.8419,25.49,79,24,11.1,JP,1727469661
389,illela,13.7292,5.2975,27.33,66,68,6.91,NG,1727469662
390,chos malal,-37.3781,-70.2709,18.81,12,22,9.52,AR,1727469664
391,romorantin-lanthenay,47.4167,1.8333,12.81,88,75,3.09,FR,1727469665
392,taro,-8.3862,115.28,18.56,100,64,0.97,ID,1727469666
393,yumaguzino,52.9041,56.3933,8.94,63,0,1.54,RU,1727469667
394,inhambane,-23.865,35.3833,20.95,77,2,2.85,MZ,1727469668
395,torghay,49.6339,63.4981,11.25,40,0,3.27,KZ,1727469669
396,kirensk,57.7853,108.1119,0.56,75,99,0.53,RU,1727469670
397,antonio enes,-16.2325,39.9086,24.03,76,0,4.99,MZ,1727469671
398,san rafael,-34.6177,-68.3301,27.47,10,3,6.02,AR,1727469480
399,malpe,13.35,74.7167,24.11,93,50,1.12,IN,1727469674
400,gisborne,-38.6533,178.0042,10.77,79,7,1.98,NZ,1727469675
401,matoury,4.8483,-52.3317,29.98,74,0,5.14,GF,1727469676
402,nanuque,-17.8392,-40.3539,25.56,61,0,8.9,BR,1727469638
403,ust-tsilma,65.441,52.1498,12.7,81,100,5.29,RU,1727469678
404,tralee,52.2704,-9.7026,8.37,83,36,2.16,IE,1727469679
405,hilo,19.7297,-155.09,26.85,82,100,1.54,US,1727469523
406,acarau,-2.8856,-40.12,25.43,85,40,8.32,BR,1727469681
407,nogliki,51.8333,143.1667,8.93,89,82,2.47,RU,1727469683
408,tecalitlan,19.4667,-103.3,18.31,99,100,1.38,MX,1727469684
409,mar del plata,-38.0023,-57.5575,20.01,36,0,8.75,AR,1727469120
410,bay harbor,30.1471,-85.6146,29.01,57,20,8.23,US,1727469686
411,villa regina,-39.1,-67.0667,25.55,20,100,2.68,AR,1727469687
412,kenai,60.5544,-151.2583,9.52,77,100,2.06,US,1727469688
413,khor,47.8861,134.9464,8.34,91,3,1.35,RU,1727469689
414,inarajan village,13.2736,144.7484,26.89,93,100,3.8,GU,1727469690
415,antalaha,-14.9003,50.2788,19.35,84,0,2.87,MG,1727469691
416,chato,-2.6378,31.7669,21.94,81,52,1.41,TZ,1727469692
417,holualoa,19.6228,-155.9522,26.97,77,40,3.6,US,1727469694
418,abbeville,50.1,1.8333,11.38,73,98,5.32,FR,1727469695
419,queenstown,-31.8976,26.8753,13.7,67,100,0.93,ZA,1727469696
420,salmas,38.1973,44.7653,13.87,66,10,1.79,IR,1727469697
421,roanoke rapids,36.4615,-77.6542,25.11,100,100,2.06,US,1727469573
422,sandpoint,48.2766,-116.5533,23.36,41,0,4.63,US,1727469699
423,bardai,11.65,7.2333,23.31,84,75,4.7,NG,1727469700
424,olyokminsk,60.3736,120.4264,0.0,90,17,2.62,RU,1727469701
425,tatsinskiy,48.1968,41.2756,16.66,46,76,6.54,RU,1727469702
426,farah,32.5,62.5,19.6,34,0,2.32,AF,1727469703
427,malvan,16.0667,73.4667,26.47,85,51,3.88,IN,1727469705
428,tindwari,25.6167,80.5333,25.87,88,100,2.04,IN,1727469706
429,chibougamau,49.9168,-74.3659,15.79,77,100,2.57,CA,1727469707
430,mount isa,-20.7333,139.5,14.87,26,0,3.09,AU,1727469708
431,touros,-5.1989,-35.4608,24.53,81,22,5.53,BR,1727469709
432,labasa,-16.4167,179.3833,26.48,63,50,3.52,FJ,1727469712
433,lubang,13.8584,120.124,28.64,77,96,5.32,PH,1727469713
434,novohrad-volynskyi,50.5941,27.6165,18.36,70,57,3.08,UA,1727469714
435,tual,-5.6667,132.75,27.3,80,67,7.94,ID,1727469715
436,fort st. john,56.2499,-120.8529,8.94,87,75,6.17,CA,1727469716
437,kiunga,-6.1219,141.2906,22.8,99,100,0.59,PG,1727469717
438,inari,68.906,27.0288,4.87,91,100,3.98,FI,1727469719
439,tolanaro,-25.0319,46.9987,24.04,83,20,5.14,MG,1727469720
440,nuku'alofa,-21.1333,-175.2,24.19,78,20,5.14,TO,1727469721
441,porto novo,6.4965,2.6036,26.9,87,100,3.61,BJ,1727469722
442,jauharabad,32.2898,72.2813,28.88,61,0,3.64,PK,1727469723
443,kununurra,-15.7667,128.7333,24.99,88,24,2.57,AU,1727469725
444,zhezqazghan,47.7833,67.7667,5.32,30,0,4.0,KZ,1727469726
445,abdulino,53.7,53.6667,11.09,41,0,3.04,RU,1727469728
446,dingwall,57.5953,-4.4272,7.16,78,53,1.99,GB,1727469729
447,new plymouth,-39.0667,174.0833,10.17,100,49,3.59,NZ,1727469730
448,ocos,14.5094,-92.1933,28.99,75,88,7.52,GT,1727469731
449,illizi,26.4833,8.4667,33.66,23,0,2.38,DZ,1727469732
450,fuyuan,46.4333,127.0833,9.35,83,23,3.32,CN,1727469733
451,jidong,45.2167,131.0833,7.79,89,2,0.95,CN,1727469734
452,pasuquin,18.3328,120.6177,25.97,94,75,1.03,PH,1727469735
453,hawaiian paradise park,19.5933,-154.9731,27.15,81,100,1.54,US,1727469736
454,betafo,-19.8333,46.85,19.19,52,97,0.7,MG,1727469737
455,horta,38.5333,-28.6333,23.9,90,40,7.72,PT,1727469739
456,novoaltaysk,53.3917,83.9363,3.67,91,100,0.75,RU,1727469740
457,akjoujt,19.6969,-14.4164,34.23,32,100,8.1,MR,1727469741
458,papao,-17.75,-149.55,28.82,79,7,5.09,PF,1727469742
459,brooks,50.5834,-111.8851,23.99,23,26,8.75,CA,1727469464
460,alo,6.5486,4.2686,24.94,91,100,3.38,NG,1727469744
461,hotan,37.0997,79.9269,16.97,54,100,8.2,CN,1727469745
462,barra de santo antonio,-9.4047,-35.5072,24.82,76,8,5.44,BR,1727469746
463,kosh-agach,50.0,88.6667,-3.22,59,100,1.28,RU,1727469747
464,urgup,38.6304,34.9116,17.61,36,0,2.26,TR,1727469748
465,khalkhal,37.6189,48.5258,9.07,84,99,2.88,IR,1727469750
466,vernon,50.2581,-119.2691,22.74,30,36,3.58,CA,1727469751
467,surgut,61.25,73.4167,6.1,93,40,4.0,RU,1727469752
468,putina,-15.4667,-69.4333,14.02,49,11,6.34,PE,1727469753
469,callao,-12.0667,-77.15,19.16,72,75,5.14,PE,1727469754
470,kargil,34.5667,76.1,6.56,60,13,3.79,IN,1727469756
471,zemio,5.0314,25.1361,20.48,93,100,0.92,CF,1727469757
472,peterhead,57.5058,-1.7981,7.9,67,100,11.84,GB,1727469758
473,al hufuf,25.3646,49.5653,28.19,15,0,0.0,SA,1727469760
474,severo-yeniseyskiy,60.3725,93.0408,-3.76,92,16,1.07,RU,1727469761
475,antofagasta,-23.65,-70.4,16.6,78,28,3.12,CL,1727469764
476,fortaleza,-3.7227,-38.5247,27.07,74,75,5.14,BR,1727469580
477,kajaani,64.2273,27.7285,13.03,94,100,4.12,FI,1727469766
478,raduzhny,62.0961,77.475,3.3,90,100,4.55,RU,1727469767
479,launceston,-41.45,147.1667,9.8,87,100,4.12,AU,1727469768
480,vadso,70.0744,29.7487,6.09,75,20,5.14,NO,1727469770
481,tamanrasset,22.785,5.5228,27.95,26,20,1.54,DZ,1727469771
482,myitkyina,25.3833,97.4,22.74,100,68,0.05,MM,1727469772
483,howard springs,-12.497,131.047,25.95,95,0,1.61,AU,1727469773
484,kupang,-10.1667,123.5833,24.3,81,2,2.21,ID,1727469774
485,novyy urengoy,66.0833,76.6333,4.15,95,100,6.5,RU,1727469775
486,huazhou,21.6333,110.5833,23.73,86,2,1.42,CN,1727469776
487,marsh harbour,26.5412,-77.0636,30.03,74,100,6.97,BS,1727469777
488,cockburn town,21.4612,-71.1419,29.6,76,66,7.68,TC,1727469778
489,sisophon,13.5859,102.9737,24.55,92,42,0.95,KH,1727469779
490,gobabis,-22.45,18.9667,22.1,37,100,2.63,NA,1727469780
491,zhosaly,45.4878,64.0781,11.96,24,0,6.14,KZ,1727469782
492,plastun,44.7561,136.2939,10.04,89,73,1.36,RU,1727469783
493,port augusta,-32.5,137.7667,12.14,45,78,3.52,AU,1727469740
494,guadalupe y calvo,26.1,-106.9667,26.57,22,0,3.15,MX,1727469785
495,shache,38.4167,77.2406,19.84,11,100,7.1,CN,1727469786
496,boende,-0.2167,20.8667,22.95,97,86,1.08,CD,1727469787
497,strasburg,48.5834,7.743,13.49,82,75,3.6,FR,1727469788
498,manaus,-3.1019,-60.025,36.27,41,20,2.06,BR,1727469633
499,san bartolo,19.1833,-100.05,14.57,92,100,1.46,MX,1727469791
500,klaksvik,62.2266,-6.589,4.94,68,100,11.41,FO,1727469792
501,turkmenbasy,40.0222,52.9552,18.43,14,0,8.75,TM,1727469793
502,ikwiriri,-7.9562,38.9716,21.21,91,7,1.16,TZ,1727469794
503,sechura,-5.5569,-80.8222,23.25,63,62,7.18,PE,1727469795
504,tokar,18.4254,37.729,30.12,58,3,1.68,SD,1727469796
505,emerald,-23.5333,148.1667,14.63,69,0,7.95,AU,1727469797
506,port pirie,-33.1833,138.0167,13.83,42,48,5.56,AU,1727469798
507,sain alto,23.5833,-103.25,25.54,23,97,7.47,MX,1727469800
508,macheng,31.1783,115.0319,21.45,90,0,1.65,CN,1727469801
509,caconda,-13.7333,15.0667,21.16,44,60,1.6,AO,1727469802
510,pyt-yakh,60.7499,72.8582,5.06,99,88,3.18,RU,1727469803
511,smithers,54.7804,-127.1743,11.18,71,75,3.09,CA,1727469696
512,carrizal,10.3499,-66.9863,23.67,86,98,1.88,VE,1727469805
513,elko,41.0002,-115.5012,30.09,13,0,1.34,US,1727469806
514,lata,40.1629,-8.3327,10.28,84,1,1.09,PT,1727469807
515,saguenay,48.4168,-71.0657,17.46,85,75,1.03,CA,1727469808
516,vylkove,45.4021,29.586,18.93,91,0,4.31,UA,1727469809
517,mafinga,-7.25,35.0667,23.55,40,4,2.98,TZ,1727469811
518,guerrero negro,27.9769,-114.0611,22.74,68,18,9.45,MX,1727469812
519,tarauaca,-8.1614,-70.7656,26.55,79,96,3.17,BR,1727469813
520,yarmouth,41.7057,-70.2286,21.45,81,0,2.57,US,1727469721
521,quatre cocos,-20.2078,57.7625,22.06,81,18,5.21,MU,1727469815
522,mocimboa,-11.3167,40.35,21.99,90,8,1.68,MZ,1727469816
523,ghanzi,-21.5667,21.7833,24.56,17,63,3.14,BW,1727469817
524,obo,5.3998,26.4869,22.22,81,96,1.19,CF,1727469818
525,kodinsk,58.6881,99.1844,-2.2,96,84,1.22,RU,1727469819
526,tuburan,6.6439,122.2736,26.12,80,76,1.95,PH,1727469820
527,port lincoln,-34.7333,135.8667,14.74,42,100,8.94,AU,1727469821
528,chichiriviche,10.9333,-68.2772,29.53,72,92,4.49,VE,1727469823
529,nar'yan-mar,67.6713,53.087,11.04,77,71,6.33,RU,1727469824
530,oyama,36.3,139.8,22.58,85,95,1.33,JP,1727469825
531,kourou,5.1552,-52.6478,28.19,75,59,3.63,GF,1727469826
532,cafayate,-26.073,-65.9761,23.99,21,0,5.07,AR,1727469827
533,parsabad,39.6482,47.9174,20.03,52,100,2.99,IR,1727469828
534,tromso,69.6496,18.957,1.01,93,0,1.54,NO,1727469829
535,tobelo,1.7284,128.0095,26.75,83,24,0.67,ID,1727469830
536,murehwa,-17.6432,31.784,17.93,33,0,1.77,ZW,1727469831
537,taraz,42.9,71.3667,10.23,37,1,3.0,KZ,1727469832
538,mikun',62.3547,50.0771,16.47,48,100,6.78,RU,1727469834
539,fort frances,48.5999,-93.4003,25.12,44,0,1.54,CA,1727469835
540,altay,47.8667,88.1167,-2.04,57,2,0.37,CN,1727469836
541,baiyin,36.5583,104.2081,18.7,72,100,1.69,CN,1727469837
542,flin flon,54.7682,-101.865,18.91,39,20,3.6,CA,1727469838
543,dalandzadgad,43.5708,104.425,14.56,81,100,1.1,MN,1727469839
544,general fernandez oro,-38.953,-67.9249,24.08,7,0,3.6,AR,1727469840
545,mawlamyinegyunn,16.3833,95.2667,25.05,94,28,2.16,MM,1727469841
546,mpulungu,-8.7623,31.1141,26.33,34,3,1.52,ZM,1727469842
547,shahpura,27.3833,75.9667,23.41,91,100,1.96,IN,1727469844
548,amga,60.8953,131.9608,2.6,88,100,1.05,RU,1727469845
549,bamboo flat,11.7,92.7167,26.33,82,82,1.24,IN,1727469846
550,el granada,37.5027,-122.4694,27.84,67,0,2.06,US,1727469847
551,kulattur,9.0167,78.2,28.74,69,100,0.66,IN,1727469848
552,nadym,65.5333,72.5167,6.97,95,100,5.63,RU,1727469849
553,fort bragg,35.139,-79.006,31.75,65,40,5.66,US,1727469850
554,abepura,-2.6333,140.5833,23.45,88,20,1.03,ID,1727469851
555,bodo,67.28,14.405,4.02,93,75,2.06,NO,1727469853
556,saudarkrokur,65.7461,-19.6394,1.67,76,79,2.04,IS,1727469854
557,maloye ganyushkino,46.6,49.2667,15.55,52,1,6.41,KZ,1727469855
558,lautoka,-17.6167,177.4667,24.92,57,0,3.6,FJ,1727469856
559,danville,36.586,-79.395,27.31,90,100,0.89,US,1727469593
560,thunder bay,48.4001,-89.3168,25.95,53,0,4.63,CA,1727469634
561,ballina,-28.8667,153.5667,17.18,92,100,13.93,AU,1727469859
562,quepos,9.4236,-84.1652,27.51,82,93,3.58,CR,1727469860
563,trincomalee,8.5711,81.2335,26.76,81,100,2.31,LK,1727469861
564,selfoss,63.9331,-20.9971,5.58,69,98,2.93,IS,1727469863
